id,hex,name,rws,type,unit,scale,min,max,desc,rule,default,auth
464,0x1D0,Flow:300rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 50% load,,227/692/2171,admin
465,0x1D1,Flow:300rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 60% load,,273/831/2605,admin
466,0x1D2,Flow:300rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 70% load,,318/969/3039,admin
467,0x1D3,Flow:300rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 80% load,,364/1108/3474,admin
468,0x1D4,Flow:300rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 90% load,,409/1246/3908,admin
469,0x1D5,Flow:300rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 300rpm and 100% load,,455/1385/4342,admin
470,0x1D6,Flow:400rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 10% load,,61/185/579,admin
471,0x1D7,Flow:400rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 20% load,,121/369/1158,admin
472,0x1D8,Flow:400rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 30% load,,182/554/1737,admin
473,0x1D9,Flow:400rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 40% load,,242/738/2316,admin
474,0x1DA,Flow:400rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 50% load,,303/923/2895,admin
475,0x1DB,Flow:400rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 60% load,,364/1108/3474,admin
476,0x1DC,Flow:400rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 70% load,,424/1292/4053,admin
477,0x1DD,Flow:400rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 80% load,,485/1477/4632,admin
478,0x1DE,Flow:400rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 90% load,,545/1662/5211,admin
479,0x1DF,Flow:400rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 400rpm and 100% load,,606/1846/5789,admin
480,0x1E0,Flow:500rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 10% load,,76/231/724,admin
481,0x1E1,Flow:500rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 20% load,,152/462/1447,admin
482,0x1E2,Flow:500rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 30% load,,227/692/2171,admin
483,0x1E3,Flow:500rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 40% load,,303/923/2895,admin
484,0x1E4,Flow:500rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 50% load,,379/1154/3618,admin
485,0x1E5,Flow:500rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 60% load,,455/1385/4342,admin
486,0x1E6,Flow:500rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 70% load,,530/1615/5066,admin
487,0x1E7,Flow:500rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 80% load,,606/1846/5789,admin
488,0x1E8,Flow:500rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 90% load,,682/2077/6513,admin
489,0x1E9,Flow:500rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 500rpm and 100% load,,758/2308/7237,admin
490,0x1EA,Flow:600rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 10% load,,91/277/868,admin
491,0x1EB,Flow:600rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 20% load,,182/554/1737,admin
492,0x1EC,Flow:600rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 30% load,,273/831/2605,admin
493,0x1ED,Flow:600rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 40% load,,364/1108/3474,admin
494,0x1EE,Flow:600rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 50% load,,455/1385/4342,admin
495,0x1EF,Flow:600rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 60% load,,545/1662/5211,admin
496,0x1F0,Flow:600rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 70% load,,636/1938/6079,admin
497,0x1F1,Flow:600rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 80% load,,727/2215/6947,admin
498,0x1F2,Flow:600rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 90% load,,818/2492/7816,admin
499,0x1F3,Flow:600rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 600rpm and 100% load,,909/2769/8684,admin
500,0x1F4,Flow:700rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 10% load,,106/323/1013,admin
501,0x1F5,Flow:700rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 20% load,,212/646/2026,admin
502,0x1F6,Flow:700rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 30% load,,318/969/3039,admin
503,0x1F7,Flow:700rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 40% load,,424/1292/4053,admin
504,0x1F8,Flow:700rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 50% load,,530/1615/5066,admin
505,0x1F9,Flow:700rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 60% load,,636/1938/6079,admin
506,0x1FA,Flow:700rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 70% load,,742/2262/7092,admin
507,0x1FB,Flow:700rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 80% load,,848/2585/8105,admin
508,0x1FC,Flow:700rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 90% load,,955/2908/9118,admin
509,0x1FD,Flow:700rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 700rpm and 100% load,,1061/3231/10132,admin
510,0x1FE,Flow:800rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 10% load,,121/369/1158,admin
511,0x1FF,Flow:800rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 20% load,,242/738/2316,admin
512,0x200,Flow:800rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 30% load,,364/1108/3474,admin
513,0x201,Flow:800rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 40% load,,485/1477/4632,admin
514,0x202,Flow:800rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 50% load,,606/1846/5789,admin
515,0x203,Flow:800rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 60% load,,727/2215/6947,admin
516,0x204,Flow:800rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 70% load,,848/2585/8105,admin
517,0x205,Flow:800rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 80% load,,970/2954/9263,admin
518,0x206,Flow:800rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 90% load,,1091/3323/10421,admin
519,0x207,Flow:800rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 800rpm and 100% load,,1212/3692/11579,admin
520,0x208,Flow:1000rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 10% load,,152/462/1447,admin
521,0x209,Flow:1000rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 20% load,,303/923/2895,admin
522,0x20A,Flow:1000rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 30% load,,455/1385/4342,admin
523,0x20B,Flow:1000rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 40% load,,606/1846/5789,admin
524,0x20C,Flow:1000rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 50% load,,758/2308/7237,admin
525,0x20D,Flow:1000rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 60% load,,909/2769/8684,admin
526,0x20E,Flow:1000rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 70% load,,1061/3231/10132,admin
527,0x20F,Flow:1000rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 80% load,,1212/3692/11579,admin
528,0x210,Flow:1000rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 90% load,,1364/4154/13026,admin
529,0x211,Flow:1000rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 1000rpm and 100% load,,1515/4615/14474,admin
530,0x212,Flow:1200rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 10% load,,182/554/1737,admin
531,0x213,Flow:1200rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 20% load,,364/1108/3474,admin
532,0x214,Flow:1200rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 30% load,,545/1662/5211,admin
533,0x215,Flow:1200rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 40% load,,727/2215/6947,admin
534,0x216,Flow:1200rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 50% load,,909/2769/8684,admin
535,0x217,Flow:1200rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 60% load,,1091/3323/10421,admin
536,0x218,Flow:1200rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 70% load,,1273/3877/12158,admin
537,0x219,Flow:1200rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 80% load,,1455/4431/13895,admin
538,0x21A,Flow:1200rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 90% load,,1636/4985/15632,admin
539,0x21B,Flow:1200rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 1200rpm and 100% load,,1818/5538/17368,admin
540,0x21C,Flow:1400rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 10% load,,212/646/2026,admin
541,0x21D,Flow:1400rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 20% load,,424/1292/4053,admin
542,0x21E,Flow:1400rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 30% load,,636/1938/6079,admin
543,0x21F,Flow:1400rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 40% load,,848/2585/8105,admin
544,0x220,Flow:1400rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 50% load,,1061/3231/10132,admin
545,0x221,Flow:1400rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 60% load,,1273/3877/12158,admin
546,0x222,Flow:1400rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 70% load,,1485/4523/14184,admin
547,0x223,Flow:1400rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 80% load,,1697/5169/16211,admin
548,0x224,Flow:1400rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 90% load,,1909/5815/18237,admin
549,0x225,Flow:1400rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 1400rpm and 100% load,,2121/6462/20263,admin
550,0x226,Flow:1600rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 10% load,,242/738/2316,admin
551,0x227,Flow:1600rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 20% load,,485/1477/4632,admin
552,0x228,Flow:1600rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 30% load,,727/2215/6947,admin
553,0x229,Flow:1600rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 40% load,,970/2954/9263,admin
554,0x22A,Flow:1600rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 50% load,,1212/3692/11579,admin
555,0x22B,Flow:1600rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 60% load,,1455/4431/13895,admin
556,0x22C,Flow:1600rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 70% load,,1697/5169/16211,admin
557,0x22D,Flow:1600rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 80% load,,1939/5908/18526,admin
558,0x22E,Flow:1600rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 90% load,,2182/6646/20842,admin
559,0x22F,Flow:1600rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 1600rpm and 100% load,,2424/7385/23158,admin
560,0x230,Flow:1800rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 10% load,,273/831/2605,admin
561,0x231,Flow:1800rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 20% load,,545/1662/5211,admin
562,0x232,Flow:1800rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 30% load,,818/2492/7816,admin
563,0x233,Flow:1800rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 40% load,,1091/3323/10421,admin
564,0x234,Flow:1800rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 50% load,,1364/4154/13026,admin
565,0x235,Flow:1800rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 60% load,,1636/4985/15632,admin
566,0x236,Flow:1800rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 70% load,,1909/5815/18237,admin
567,0x237,Flow:1800rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 80% load,,2182/6646/20842,admin
568,0x238,Flow:1800rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 90% load,,2455/7477/23447,admin
569,0x239,Flow:1800rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 1800rpm and 100% load,,2727/8308/26053,admin
570,0x23A,Flow:2000rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 10% load,,303/923/2895,admin
571,0x23B,Flow:2000rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 20% load,,606/1846/5789,admin
572,0x23C,Flow:2000rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 30% load,,909/2769/8684,admin
573,0x23D,Flow:2000rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 40% load,,1212/3692/11579,admin
574,0x23E,Flow:2000rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 50% load,,1515/4615/14474,admin
575,0x23F,Flow:2000rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 60% load,,1818/5538/17368,admin
576,0x240,Flow:2000rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 70% load,,2121/6462/20263,admin
577,0x241,Flow:2000rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 80% load,,2424/7385/23158,admin
578,0x242,Flow:2000rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 90% load,,2727/8308/26053,admin
579,0x243,Flow:2000rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 2000rpm and 100% load,,3030/9231/28947,admin
580,0x244,Flow:2200rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 10% load,,333/1015/3184,admin
581,0x245,Flow:2200rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 20% load,,667/2031/6368,admin
582,0x246,Flow:2200rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 30% load,,1000/3046/9553,admin
583,0x247,Flow:2200rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 40% load,,1333/4062/12737,admin
584,0x248,Flow:2200rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 50% load,,1667/5077/15921,admin
585,0x249,Flow:2200rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 60% load,,2000/6092/19105,admin
586,0x24A,Flow:2200rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 70% load,,2333/7108/22289,admin
587,0x24B,Flow:2200rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 80% load,,2667/8123/25474,admin
588,0x24C,Flow:2200rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 90% load,,3000/9138/28658,admin
589,0x24D,Flow:2200rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 2200rpm and 100% load,,3333/10154/31842,admin
590,0x24E,Flow:2400rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 10% load,,364/1108/3474,admin
591,0x24F,Flow:2400rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 20% load,,727/2215/6947,admin
592,0x250,Flow:2400rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 30% load,,1091/3323/10421,admin
593,0x251,Flow:2400rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 40% load,,1455/4431/13895,admin
594,0x252,Flow:2400rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 50% load,,1818/5538/17368,admin
595,0x253,Flow:2400rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 60% load,,2182/6646/20842,admin
596,0x254,Flow:2400rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 70% load,,2545/7754/24316,admin
597,0x255,Flow:2400rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 80% load,,2909/8862/27789,admin
598,0x256,Flow:2400rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 90% load,,3273/9969/31263,admin
599,0x257,Flow:2400rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 2400rpm and 100% load,,3636/11077/34737,admin
600,0x258,Flow:2600rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 10% load,,394/1200/3763,admin
601,0x259,Flow:2600rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 20% load,,788/2400/7526,admin
602,0x25A,Flow:2600rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 30% load,,1182/3600/11289,admin
603,0x25B,Flow:2600rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 40% load,,1576/4800/15053,admin
604,0x25C,Flow:2600rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 50% load,,1970/6000/18816,admin
605,0x25D,Flow:2600rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 60% load,,2364/7200/22579,admin
606,0x25E,Flow:2600rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 70% load,,2758/8400/26342,admin
607,0x25F,Flow:2600rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 80% load,,3152/9600/30105,admin
608,0x260,Flow:2600rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 90% load,,3545/10800/33868,admin
609,0x261,Flow:2600rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 2600rpm and 100% load,,3939/12000/37632,admin
610,0x262,Flow:2800rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 10% load,,424/1292/4053,admin
611,0x263,Flow:2800rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 20% load,,848/2585/8105,admin
612,0x264,Flow:2800rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 30% load,,1273/3877/12158,admin
613,0x265,Flow:2800rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 40% load,,1697/5169/16211,admin
614,0x266,Flow:2800rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 50% load,,2121/6462/20263,admin
615,0x267,Flow:2800rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 60% load,,2545/7754/24316,admin
616,0x268,Flow:2800rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 70% load,,2970/9046/28368,admin
617,0x269,Flow:2800rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 80% load,,3394/10338/32421,admin
618,0x26A,Flow:2800rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 90% load,,3818/11631/36474,admin
619,0x26B,Flow:2800rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 2800rpm and 100% load,,4242/12923/40526,admin
620,0x26C,Flow:3000rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 10% load,,455/1385/4342,admin
621,0x26D,Flow:3000rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 20% load,,909/2769/8684,admin
622,0x26E,Flow:3000rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 30% load,,1364/4154/13026,admin
623,0x26F,Flow:3000rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 40% load,,1818/5538/17368,admin
624,0x270,Flow:3000rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 50% load,,2273/6923/21711,admin
625,0x271,Flow:3000rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 60% load,,2727/8308/26053,admin
626,0x272,Flow:3000rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 70% load,,3182/9692/30395,admin
627,0x273,Flow:3000rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 80% load,,3636/11077/34737,admin
628,0x274,Flow:3000rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 90% load,,4091/12462/39079,admin
629,0x275,Flow:3000rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 3000rpm and 100% load,,4545/13846/43421,admin
630,0x276,Flow:3200rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 10% load,,485/1477/4632,admin
631,0x277,Flow:3200rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 20% load,,970/2954/9263,admin
632,0x278,Flow:3200rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 30% load,,1455/4431/13895,admin
633,0x279,Flow:3200rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 40% load,,1939/5908/18526,admin
634,0x27A,Flow:3200rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 50% load,,2424/7385/23158,admin
635,0x27B,Flow:3200rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 60% load,,2909/8862/27789,admin
636,0x27C,Flow:3200rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 70% load,,3394/10338/32421,admin
637,0x27D,Flow:3200rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 80% load,,3879/11815/37053,admin
638,0x27E,Flow:3200rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 90% load,,4364/13292/41684,admin
639,0x27F,Flow:3200rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 3200rpm and 100% load,,4848/14769/46316,admin
640,0x280,Flow:3400rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 10% load,,515/1569/4921,admin
641,0x281,Flow:3400rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 20% load,,1030/3138/9842,admin
642,0x282,Flow:3400rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 30% load,,1545/4708/14763,admin
643,0x283,Flow:3400rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 40% load,,2061/6277/19684,admin
644,0x284,Flow:3400rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 50% load,,2576/7846/24605,admin
645,0x285,Flow:3400rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 60% load,,3091/9415/29526,admin
646,0x286,Flow:3400rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 70% load,,3606/10985/34447,admin
647,0x287,Flow:3400rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 80% load,,4121/12554/39368,admin
648,0x288,Flow:3400rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 90% load,,4636/14123/44289,admin
649,0x289,Flow:3400rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 3400rpm and 100% load,,5152/15692/49211,admin
650,0x28A,Flow:3600rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 10% load,,545/1662/5211,admin
651,0x28B,Flow:3600rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 20% load,,1091/3323/10421,admin
652,0x28C,Flow:3600rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 30% load,,1636/4985/15632,admin
653,0x28D,Flow:3600rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 40% load,,2182/6646/20842,admin
654,0x28E,Flow:3600rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 50% load,,2727/8308/26053,admin
655,0x28F,Flow:3600rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 60% load,,3273/9969/31263,admin
656,0x290,Flow:3600rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 70% load,,3818/11631/36474,admin
657,0x291,Flow:3600rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 80% load,,4364/13292/41684,admin
658,0x292,Flow:3600rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 90% load,,4909/14954/46895,admin
659,0x293,Flow:3600rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 3600rpm and 100% load,,5455/16615/52105,admin
660,0x294,Flow:3800rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 10% load,,576/1754/5500,admin
661,0x295,Flow:3800rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 20% load,,1152/3508/11000,admin
662,0x296,Flow:3800rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 30% load,,1727/5262/16500,admin
663,0x297,Flow:3800rpm40pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 40% load,,2303/7015/22000,admin
664,0x298,Flow:3800rpm50pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 50% load,,2879/8769/27500,admin
665,0x299,Flow:3800rpm60pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 60% load,,3455/10523/33000,admin
666,0x29A,Flow:3800rpm70pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 70% load,,4030/12277/38500,admin
667,0x29B,Flow:3800rpm80pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 80% load,,4606/14031/44000,admin
668,0x29C,Flow:3800rpm90pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 90% load,,5182/15785/49500,admin
669,0x29D,Flow:3800rpm100pct,RWs,uint,m³/h,1,0,65535,Flow at 3800rpm and 100% load,,5758/17538/55000,admin
670,0x29E,Flow:4000rpm10pct,RWs,uint,m³/h,1,0,65535,Flow at 4000rpm and 10% load,,606/1846/5789,admin
671,0x29F,Flow:4000rpm20pct,RWs,uint,m³/h,1,0,65535,Flow at 4000rpm and 20% load,,1212/3692/11579,admin
672,0x2A0,Flow:4000rpm30pct,RWs,uint,m³/h,1,0,65535,Flow at 4000rpm and 30% load,,1818/5538/17368,admin
